Conference,Year,Title,Author,Affiliation
NIPS,2016,Communication-Optimal Distributed Clustering,He Sun,The University of Bristol
NIPS,2016,Communication-Optimal Distributed Clustering,David Woodruff,IBM Research
NIPS,2016,Communication-Optimal Distributed Clustering,Qin Zhang,Indiana University Bloomington
NIPS,2016,On Robustness of Kernel Clustering,Bowei Yan,University of Texas at Austin
NIPS,2016,On Robustness of Kernel Clustering,Purnamrita Sarkar,U.C. Berkeley
NIPS,2016,Combinatorial semi-bandit with known covariance,Rémy Degenne,Université Paris Diderot
NIPS,2016,Combinatorial semi-bandit with known covariance,Vianney Perchet,Ensae - Criteo Labs
NIPS,2016,A posteriori error bounds for joint matrix decomposition problems,Nicolò Colombo,University College London
NIPS,2016,A posteriori error bounds for joint matrix decomposition problems,Nikos Vlassis,Adobe Research
NIPS,2016,Object based Scene Representations using Fisher Scores of Local Subspace Projections,Mandar D Dixit,UC San Diego
NIPS,2016,Object based Scene Representations using Fisher Scores of Local Subspace Projections,Nuno Vasconcelos,UC San Diego
NIPS,2016,MoCap-guided Data Augmentation for 3D Pose Estimation in the Wild,Gregory Rogez,Inria
NIPS,2016,MoCap-guided Data Augmentation for 3D Pose Estimation in the Wild,Cordelia Schmid,Inria / Google
NIPS,2016,Regret of Queueing Bandits,Subhashini Krishnasamy,The University of Texas at Austin
NIPS,2016,Regret of Queueing Bandits,Rajat Sen,The University of Texas at Austin
NIPS,2016,Regret of Queueing Bandits,Ramesh Johari,Stanford University
NIPS,2016,Regret of Queueing Bandits,Sanjay Shakkottai,The University of Texas at Aus
NIPS,2016,Efficient Nonparametric Smoothness Estimation,Shashank Singh,Carnegie Mellon University
NIPS,2016,Efficient Nonparametric Smoothness Estimation,Simon Du,Carnegie Mellon University
NIPS,2016,Efficient Nonparametric Smoothness Estimation,Barnabas Poczos,Carnegie Mellon University
NIPS,2016,Completely random measures for modelling block-structured sparse networks,Tue Herlau,Technical University of Denmark
NIPS,2016,Completely random measures for modelling block-structured sparse networks,Mikkel N Schmidt,DTU
NIPS,2016,Completely random measures for modelling block-structured sparse networks,Morten Mørup,Technical University of Denmark
NIPS,2016,DISCO Nets : DISsimilarity COefficients Networks,Diane Bouchacourt,University of Oxford
NIPS,2016,DISCO Nets : DISsimilarity COefficients Networks,Pawan K Mudigonda,University of Oxford
NIPS,2016,DISCO Nets : DISsimilarity COefficients Networks,Sebastian Nowozin,Microsoft Research
NIPS,2016,"An Architecture for Deep, Hierarchical Generative Models",Philip Bachman,Microsoft Research
NIPS,2016,A Multi-Batch L-BFGS Method for Machine Learning,Albert Berahas,Northwestern University
NIPS,2016,A Multi-Batch L-BFGS Method for Machine Learning,Jorge Nocedal,Northwestern University
NIPS,2016,A Multi-Batch L-BFGS Method for Machine Learning,Martin Takac,Lehigh University
NIPS,2016,Higher-Order Factorization Machines,Mathieu Blondel,NTT
NIPS,2016,Higher-Order Factorization Machines,Akinori Fujino,NTT
NIPS,2016,Higher-Order Factorization Machines,Naonori Ueda,NTT Communication Science Laboratories / RIKEN AIP
NIPS,2016,Higher-Order Factorization Machines,Masakazu Ishihata,Hokkaido University
NIPS,2016,A Bio-inspired Redundant Sensing Architecture,Anh Tuan Nguyen,University of Minnesota
NIPS,2016,A Bio-inspired Redundant Sensing Architecture,Jian Xu,University of Minnesota
NIPS,2016,A Bio-inspired Redundant Sensing Architecture,Zhi Yang,University of Minnesota
NIPS,2016,Learning Supervised PageRank with Gradient-Based and Gradient-Free Optimization Methods,Lev Bogolubsky,"Yandex, Moscow State University"
NIPS,2016,Learning Supervised PageRank with Gradient-Based and Gradient-Free Optimization Methods,Pavel Dvurechenskii,Weierstrass Institute for Appl
NIPS,2016,Learning Supervised PageRank with Gradient-Based and Gradient-Free Optimization Methods,Alexander Gasnikov,SkolTech
NIPS,2016,Learning Supervised PageRank with Gradient-Based and Gradient-Free Optimization Methods,Gleb Gusev,Yandex LLC
NIPS,2016,Learning Supervised PageRank with Gradient-Based and Gradient-Free Optimization Methods,Yurii Nesterov,Catholic University of Louvain (UCL)
NIPS,2016,Learning Supervised PageRank with Gradient-Based and Gradient-Free Optimization Methods,Andrei M Raigorodskii,Moscow Institute of Physics and Technology
NIPS,2016,Learning Supervised PageRank with Gradient-Based and Gradient-Free Optimization Methods,altsoph Tikhonov,Yandex
NIPS,2016,Learning Supervised PageRank with Gradient-Based and Gradient-Free Optimization Methods,Maksim Zhukovskii,
NIPS,2016,Linear Relaxations for Finding Diverse Elements in Metric Spaces,Aditya Bhaskara,University of Utah
NIPS,2016,Linear Relaxations for Finding Diverse Elements in Metric Spaces,Mehrdad Ghadiri,Sharif University of Technolog
NIPS,2016,Linear Relaxations for Finding Diverse Elements in Metric Spaces,Vahab Mirrokni,Google
NIPS,2016,Linear Relaxations for Finding Diverse Elements in Metric Spaces,Ola Svensson,EPFL
NIPS,2016,Stochastic Optimization for Large-scale Optimal Transport,Aude Genevay,Université Paris Dauphine
NIPS,2016,Stochastic Optimization for Large-scale Optimal Transport,Marco Cuturi,"Université Paris-Saclay, CREST - ENSAE"
NIPS,2016,Stochastic Optimization for Large-scale Optimal Transport,Gabriel Peyré,Université Paris Dauphine
NIPS,2016,Stochastic Optimization for Large-scale Optimal Transport,Francis Bach,INRIA - Ecole Normale Superieure
NIPS,2016,"Threshold Bandits, With and Without Censored Feedback",Jacob D Abernethy,University of Michigan
NIPS,2016,"Threshold Bandits, With and Without Censored Feedback",Kareem Amin,University of Michigan
NIPS,2016,"Threshold Bandits, With and Without Censored Feedback",Ruihao Zhu,MIT
NIPS,2016,Mistake Bounds for Binary Matrix Completion,Mark Herbster,University College London
NIPS,2016,Mistake Bounds for Binary Matrix Completion,Stephen Pasteris,UCL
NIPS,2016,Mistake Bounds for Binary Matrix Completion,Massimiliano Pontil,IIT & UCL
NIPS,2016,SoundNet: Learning Sound Representations from Unlabeled Video,Yusuf Aytar,MIT
NIPS,2016,SoundNet: Learning Sound Representations from Unlabeled Video,Carl Vondrick,MIT
NIPS,2016,SoundNet: Learning Sound Representations from Unlabeled Video,Antonio Torralba,MIT
NIPS,2016,Doubly Convolutional Neural Networks,Shuangfei Zhai,Binghamton University
NIPS,2016,Doubly Convolutional Neural Networks,Yu Cheng,U of Southern California
NIPS,2016,Doubly Convolutional Neural Networks,Weining Lu,Tsinghua University
NIPS,2016,Doubly Convolutional Neural Networks,Zhongfei (Mark) Zhang,Binghamton University
NIPS,2016,Maximizing Influence in an Ising Network: A Mean-Field Optimal Solution,Christopher W Lynn,University of Pennsylvania
NIPS,2016,Maximizing Influence in an Ising Network: A Mean-Field Optimal Solution,Daniel Lee,University of Pennsylvania
NIPS,2016,Learning from Rational Behavior: Predicting Solutions to Unknown Linear Programs,Shahin Jabbari,University of Pennsylvania
NIPS,2016,Learning from Rational Behavior: Predicting Solutions to Unknown Linear Programs,Ryan Rogers,University of Pennsylvania
NIPS,2016,Learning from Rational Behavior: Predicting Solutions to Unknown Linear Programs,Aaron Roth,University of Pennsylvania
NIPS,2016,Learning from Rational Behavior: Predicting Solutions to Unknown Linear Programs,Steven Wu,University of Pennsylvania
NIPS,2016,Fairness in Learning: Classic and Contextual Bandits,Matthew Joseph,University of Pennsylvania
NIPS,2016,Fairness in Learning: Classic and Contextual Bandits,Michael Kearns,University of Pennsylvania
NIPS,2016,Fairness in Learning: Classic and Contextual Bandits,Jamie Morgenstern,University of Pennsylvania
NIPS,2016,Fairness in Learning: Classic and Contextual Bandits,Aaron Roth,University of Pennsylvania
NIPS,2016,A Powerful Generative Model Using Random Weights for the Deep Image Representation,Kun He,Huazhong University of Science and Technology
NIPS,2016,A Powerful Generative Model Using Random Weights for the Deep Image Representation,Yan Wang,HUAZHONG UNIVERSITY OF SCIENCE
NIPS,2016,A Powerful Generative Model Using Random Weights for the Deep Image Representation,John Hopcroft,Cornell University
NIPS,2016,Improved Error Bounds for Tree Representations of Metric Spaces,Samir Chowdhury,The Ohio State University
NIPS,2016,Improved Error Bounds for Tree Representations of Metric Spaces,Facundo Mémoli,The Ohio State University
NIPS,2016,Improved Error Bounds for Tree Representations of Metric Spaces,Zane T Smith,Ohio State University
NIPS,2016,Adaptive optimal training of animal behavior,Ji Hyun Bak,Princeton University
NIPS,2016,Adaptive optimal training of animal behavior,Jung Choi,
NIPS,2016,Adaptive optimal training of animal behavior,Athena Akrami,Princeton University
NIPS,2016,Adaptive optimal training of animal behavior,Ilana Witten,
NIPS,2016,Adaptive optimal training of animal behavior,Jonathan W Pillow,Princeton University
NIPS,2016,PAC-Bayesian Theory Meets Bayesian Inference,Pascal Germain,Laval University
NIPS,2016,PAC-Bayesian Theory Meets Bayesian Inference,Francis Bach,INRIA - Ecole Normale Superieure
NIPS,2016,PAC-Bayesian Theory Meets Bayesian Inference,Alexandre Lacoste,Universite de Montreal
NIPS,2016,PAC-Bayesian Theory Meets Bayesian Inference,Simon Lacoste-Julien,INRIA
NIPS,2016,Nearly Isometric Embedding by Relaxation,James McQueen,University of Washington
NIPS,2016,Nearly Isometric Embedding by Relaxation,Marina Meila,University of Washington
NIPS,2016,Nearly Isometric Embedding by Relaxation,Dominique Perrault-Joncas,Google
NIPS,2016,Graph Clustering: Block-models and model free results,Yali Wan,University of Washington
NIPS,2016,Graph Clustering: Block-models and model free results,Marina Meila,University of Washington
NIPS,2016,Learning Transferrable Representations for Unsupervised Domain Adaptation,Ozan Sener,Cornell University
NIPS,2016,Learning Transferrable Representations for Unsupervised Domain Adaptation,Hyun Oh Song,Google Research
NIPS,2016,Learning Transferrable Representations for Unsupervised Domain Adaptation,Ashutosh Saxena,Brain of Things
NIPS,2016,Learning Transferrable Representations for Unsupervised Domain Adaptation,Silvio Savarese,Stanford University
NIPS,2016,Measuring Neural Net Robustness with Constraints,Osbert Bastani,Stanford University
NIPS,2016,Measuring Neural Net Robustness with Constraints,Yani Ioannou,University of Cambridge
NIPS,2016,Measuring Neural Net Robustness with Constraints,Leonidas Lampropoulos,University of Pennsylvania
NIPS,2016,Measuring Neural Net Robustness with Constraints,Dimitrios Vytiniotis,Microsoft Research
NIPS,2016,Measuring Neural Net Robustness with Constraints,Aditya Nori,Microsoft Research
NIPS,2016,Measuring Neural Net Robustness with Constraints,Antonio Criminisi,Microsoft Research
NIPS,2016,A forward model at Purkinje cell synapses facilitates cerebellar anticipatory control,Ivan Herreros,Universitat Pompeu Fabra
NIPS,2016,A forward model at Purkinje cell synapses facilitates cerebellar anticipatory control,Xerxes Arsiwalla,Pompeu Fabra University
NIPS,2016,A forward model at Purkinje cell synapses facilitates cerebellar anticipatory control,Paul Verschure,ICREA - Universitat Pompeu Fabra
NIPS,2016,Estimating Nonlinear Neural Response Functions using GP Priors and Kronecker Methods,Cristina Savin,IST Austria
NIPS,2016,Estimating Nonlinear Neural Response Functions using GP Priors and Kronecker Methods,Gasper Tkacik,Institute of Science and Technology Austria
NIPS,2016,A Bayesian method for reducing bias in neural representational similarity analysis,Mingbo Cai,Princeton University
NIPS,2016,A Bayesian method for reducing bias in neural representational similarity analysis,Nicolas W Schuck,Princeton Neuroscience Institute
NIPS,2016,A Bayesian method for reducing bias in neural representational similarity analysis,Jonathan W Pillow,Princeton University
NIPS,2016,A Bayesian method for reducing bias in neural representational similarity analysis,Yael Niv,Princeton University
NIPS,2016,Learning to Communicate with Deep Multi-Agent Reinforcement Learning,Jakob Foerster,University of Oxford
NIPS,2016,Learning to Communicate with Deep Multi-Agent Reinforcement Learning,Yannis Assael,University of Oxford
NIPS,2016,Learning to Communicate with Deep Multi-Agent Reinforcement Learning,Nando de Freitas,Google
NIPS,2016,Learning to Communicate with Deep Multi-Agent Reinforcement Learning,Shimon Whiteson,University of Oxford
NIPS,2016,"Total Variation Classes Beyond 1d: Minimax Rates, and the Limitations of Linear Smoothers",Veeru Sadhanala,Carnegie Mellon University
NIPS,2016,"Total Variation Classes Beyond 1d: Minimax Rates, and the Limitations of Linear Smoothers",Yu-Xiang Wang,Carnegie Mellon University
NIPS,2016,"Total Variation Classes Beyond 1d: Minimax Rates, and the Limitations of Linear Smoothers",Ryan Tibshirani,Carnegie Mellon University
NIPS,2016,Exponential Family Embeddings,Maja Rudolph,Columbia University
NIPS,2016,Exponential Family Embeddings,Francisco J. R. Ruiz,Columbia University
NIPS,2016,Exponential Family Embeddings,Stephan Mandt,Disney Research
NIPS,2016,Exponential Family Embeddings,David Blei,Columbia University
NIPS,2016,k*-Nearest Neighbors: From Global to Local,Oren Anava,Technion
NIPS,2016,k*-Nearest Neighbors: From Global to Local,Yehuda Kfir Levy,Technion
NIPS,2016,Reward Augmented Maximum Likelihood for Neural Structured Prediction,Mohammad Norouzi,Google Brain
NIPS,2016,Reward Augmented Maximum Likelihood for Neural Structured Prediction,Samy Bengio,Google Brain
NIPS,2016,Reward Augmented Maximum Likelihood for Neural Structured Prediction,ZF Chen,Google Brain
NIPS,2016,Reward Augmented Maximum Likelihood for Neural Structured Prediction,Navdeep Jaitly,Google Brain
NIPS,2016,Reward Augmented Maximum Likelihood for Neural Structured Prediction,Mike Schuster,Google
NIPS,2016,Reward Augmented Maximum Likelihood for Neural Structured Prediction,Yonghui Wu,Google
NIPS,2016,Reward Augmented Maximum Likelihood for Neural Structured Prediction,Dale Schuurmans,University of Alberta & Google Brain
NIPS,2016,A Probabilistic Model of Social Decision Making based on Reward Maximization,Koosha Khalvati,University of Washington
NIPS,2016,A Probabilistic Model of Social Decision Making based on Reward Maximization,Seongmin A. Park,Cognitive Neuroscience Center
NIPS,2016,A Probabilistic Model of Social Decision Making based on Reward Maximization,Jean-Claude Dreher,Centre de Neurosciences Cognitives
NIPS,2016,A Probabilistic Model of Social Decision Making based on Reward Maximization,Rajesh P Rao,University of Washington
NIPS,2016,Active Learning with Oracle Epiphany,T.K. Huang,Uber Advanced Technologies Center
NIPS,2016,Active Learning with Oracle Epiphany,Lihong Li,Microsoft Research
NIPS,2016,Active Learning with Oracle Epiphany,Ara Vartanian,University of Wisconsin-Madison
NIPS,2016,Active Learning with Oracle Epiphany,Saleema Amershi,Microsoft
NIPS,2016,Active Learning with Oracle Epiphany,Jerry Zhu,University of Wisconsin-Madison
NIPS,2016,On Regularizing Rademacher Observation Losses,Richard Nock,Data61 and ANU
NIPS,2016,A Non-generative Framework and Convex Relaxations for Unsupervised Learning,Elad Hazan,Princeton University
NIPS,2016,A Non-generative Framework and Convex Relaxations for Unsupervised Learning,Tengyu Ma,Princeton University
